Nome do Clube,Estado,Nome do Técnico,Nacionalidade do Técnico,Tipo de Vínculo,Estreia,Data Início,Data Fim,Vitórias,Empates,Derrotas,Tipo Transação Entrada,Tipo Transação Saída,Eventos
Santos,SP,Dorival Júnior,Brasil,1,False,2009-12-30,2010-09-21,37,8,16,1,1.0,"[{'nome': 'Campeão do Campeonato Paulista de 2010 sobre o Santo André', 'tipo_evento': 1, 'data': '2010-05-02'}, {'nome': 'Campeão da Copa do Brasil de 2010 sobre o Vitória', 'tipo_evento': 1, 'data': '2010-08-04'}, {'nome': 'Eliminação na segunda fase da Sul-Americana de 2010 para o Avaí', 'tipo_evento': 2, 'data': '2010-08-18'}]"
Santos,SP,Marcelo Martelotte,Brasil,2,False,2010-09-22,2010-12-05,5,6,5,1,1.0,[]
Santos,SP,Adilson Batista,Brasil,1,False,2010-12-06,2011-02-27,5,5,1,1,1.0,[]
Santos,SP,Marcelo Martelotte,Brasil,2,False,2011-03-02,2011-04-06,6,1,3,1,1.0,[]
Santos,SP,Muricy Ramalho,Brasil,1,False,2011-04-05,2013-05-31,74,46,39,1,1.0,"[{'nome': 'Campeão do Campeonato Paulista de 2011 sobre o Corinthians', 'tipo_evento': 1, 'data': '2011-05-15'}, {'nome': 'Campeão da Libertadores de 2011 sobre o Peñarol', 'tipo_evento': 1, 'data': '2011-06-22'}, {'nome': 'Campeão do Campeonato Paulista de 2012 sobre o Guarani', 'tipo_evento': 1, 'data': '2012-05-13'}, {'nome': 'Campeão da Recopa Sul-Americana de 2012 sobre o Universidad do Chile', 'tipo_evento': 1, 'data': '2012-09-26'}, {'nome': 'Eliminação na semifinal da Libertadores de 2012 para o Corinthians', 'tipo_evento': 2, 'data': '2012-06-20'}]"
Santos,SP,Claudinei Oliveira,Brasil,1,True,2013-05-31,2013-12-08,17,12,11,1,1.0,"[{'nome': 'Eliminação nas oitavas da Copa do Brasil de 2013 para o Grêmio', 'tipo_evento': 2, 'data': '2013-08-28'}]"
Santos,SP,Oswaldo de Oliveira,Brasil,1,False,2013-12-16,2014-09-02,25,9,10,1,1.0,[]
Santos,SP,Enderson Moreira,Brasil,1,False,2014-09-03,2015-03-05,16,6,9,1,1.0,"[{'nome': 'Eliminação na semifinal da Copa do Brasil de 2014 para o Cruzeiro', 'tipo_evento': 2, 'data': '2014-11-05'}]"
Santos,SP,Marcelo Fernandes,Brasil,1,False,2015-03-08,2015-07-08,13,7,9,1,1.0,"[{'nome': 'Campeão do Campeonato Paulista em 2015 sobre o Palmeiras', 'tipo_evento': 1, 'data': '2015-05-03'}]"
Santos,SP,Dorival Júnior,Brasil,1,False,2015-07-09,2017-06-04,74,26,27,1,1.0,"[{'nome': 'Campeão do Campeonato Paulista em 2016 sobre o Audax', 'tipo_evento': 1, 'data': '2016-05-08'}, {'nome': 'Eliminação nas quartas da Copa do Brasil de 2016 para o Internacional', 'tipo_evento': 2, 'data': '2016-10-19'}, {'nome': 'Eliminação nas quartas do Campeonato Paulista de 2017 para a Ponte Preta', 'tipo_evento': 2, 'data': '2017-04-10'}]"
Santos,SP,Elano,Brasil,2,False,2017-06-07,2017-06-11,2,0,0,1,1.0,[]
Santos,SP,Levir Culpi,Brasil,1,False,2017-06-08,2017-10-28,14,12,5,1,1.0,"[{'nome': 'Eliminação nas quartas de final da Libertadores de 2017 para o Barcelona-EQU', 'tipo_evento': 2, 'data': '2017-09-20'}]"
Santos,SP,Elano,Brasil,2,False,2017-11-04,2017-12-03,3,1,3,1,1.0,[]
Santos,SP,Jair Ventura,Brasil,1,False,2018-01-03,2018-07-23,14,9,14,1,1.0,"[{'nome': 'Eliminação na semifinal do Campeonato Paulista de 2018 para o Palmeiras', 'tipo_evento': 2, 'data': '2018-03-27'}]"
Santos,SP,Serginho Chulapa,Brasil,2,False,2018-07-25,2018-07-29,0,1,1,1,1.0,[]
Santos,SP,Cuca,Brasil,1,False,2018-07-30,2018-12-03,10,8,9,1,4.0,"[{'nome': 'Eliminação nas quartas de final da Copa do Brasil de 2018 para o Cruzeiro', 'tipo_evento': 2, 'data': '2018-08-15'}, {'nome': 'Eliminação nas oitavas de final da Libertadores de 2018 para o Independiente', 'tipo_evento': 2, 'data': '2018-08-28'}]"
Santos,SP,Jorge Sampaoli,Argentina,1,False,2018-12-18,2019-12-10,35,14,15,1,2.0,"[{'nome': 'Eliminação na primeira fase da Sul-Americana de 2019 para o River Plate-URU', 'tipo_evento': 2, 'data': '2019-02-26'}, {'nome': 'Eliminação na semifinal do Paulista de 2019 para o Corinthians', 'tipo_evento': 2, 'data': '2019-04-08'}, {'nome': 'Eliminação nas oitavas de final da Copa do Brasil 2019 para o Atlético-MG', 'tipo_evento': 2, 'data': '2019-06-06'}]"
Santos,SP,Jesualdo Ferreira,Portugal,1,False,2019-12-23,2020-08-05,6,4,5,1,1.0,"[{'nome': 'Eliminação nas quartas de final do Campeonato Paulista 2020 para a Ponte Preta', 'tipo_evento': 2, 'data': '2020-07-30'}]"
Santos,SP,Cuca,Brasil,1,False,2020-08-07,2021-02-21,20,16,14,1,4.0,"[{'nome': 'Eliminação nas oitavas de final da Copa do Brasil 2020 para o Ceará', 'tipo_evento': 2, 'data': '2020-11-04'}]"
Santos,SP,Marcelo Fernandes,Brasil,2,False,2021-02-22,2021-03-03,0,2,1,1,4.0,[]
Santos,SP,Ariel Holan,Argentina,1,False,2021-03-05,2021-04-26,4,3,5,1,2.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista 2021', 'tipo_evento': 2, 'data': '2021-04-26'}]"
Santos,SP,Marcelo Fernandes,Brasil,2,False,2021-04-27,2021-05-09,2,1,2,1,1.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista 2021', 'tipo_evento': 2, 'data': '2021-05-06'}]"
Santos,SP,Fernando Diniz,Brasil,1,False,2021-05-10,2021-09-05,11,8,12,1,1.0,"[{'nome': 'Eliminação na fase de grupos da Libertadores 2021', 'tipo_evento': 2, 'data': '2021-05-26'}, {'nome': 'Eliminação nas quartas de final da Sul-Americana 2021 para o Libertad', 'tipo_evento': 2, 'data': '2021-08-19'}, {'nome': 'Eliminação nas quartas de final da Copa do Brasil 2021 para o Athletico-PR', 'tipo_evento': 2, 'data': '2021-08-25'}]"
Santos,SP,Fábio Carille,Brasil,1,False,2021-09-08,2022-02-18,9,10,8,1,5.0,"[{'nome': 'Eliminação nas quartas de final da Copa do Brasil 2021 para o Athletico-PR', 'tipo_evento': 2, 'data': '2021-09-14'}, {'nome': 'Eliminação na primeira fase do Campeonato Paulista 2022', 'tipo_evento': 2, 'data': '2022-02-18'}]"
Santos,SP,Marcelo Fernandes,Brasil,2,False,2022-02-19,2022-02-27,1,1,1,1,4.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista 2022', 'tipo_evento': 2, 'data': '2022-02-27'}]"
Santos,SP,Fabián Bustos,Argentina,1,False,2022-02-28,2022-07-07,9,13,8,1,1.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista 2022', 'tipo_evento': 2, 'data': '2022-03-19'}, {'nome': 'Eliminação nas oitavas de final da Sul-Americana de 2022 para o Deportivo Táchira', 'tipo_evento': 2, 'data': '2022-07-06'}, {'nome': 'Eliminação nas oitavas de final da Copa do Brasil de 2022 para o Corinthians', 'tipo_evento': 2, 'data': '2022-06-22'}]"
Santos,SP,Marcelo Fernandes,Brasil,2,False,2022-07-08,2022-07-20,3,0,1,1,1.0,"[{'nome': 'Eliminação nas oitavas de final da Copa do Brasil de 2022 para o Corinthians', 'tipo_evento': 2, 'data': '2022-07-13'}]"
Santos,SP,Lisca,Brasil,1,False,2022-07-21,2022-09-12,2,3,3,1,5.0,[]
Santos,SP,Orlando Ribeiro,Brasil,2,False,2022-09-13,2022-11-13,4,1,7,1,4.0,[]
Santos,SP,Odair Hellmann,Brasil,1,False,2022-11-16,2023-06-22,11,12,11,1,1.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista de 2023', 'tipo_evento': 2, 'data': '2023-03-05'}, {'nome': 'Eliminação nas oitavas de final da Copa do Brasil de 2023 para o Bahia', 'tipo_evento': 2, 'data': '2023-05-31'}, {'nome': 'Eliminação na fase de grupos da Sul-Americana de 2023', 'tipo_evento': 2, 'data': '2023-06-07'}, {'nome': 'Rebaixamento para a Série B em 2023', 'tipo_evento': 3, 'data': '2023-06-22'}]"
Santos,SP,Claudiomiro,Brasil,2,False,2023-06-23,2023-06-25,0,0,1,1,4.0,"[{'nome': 'Rebaixamento para a Série B em 2023', 'tipo_evento': 3, 'data': '2023-06-25'}]"
Santos,SP,Paulo Turra,Brasil,1,False,2023-06-26,2023-08-06,1,3,3,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2023', 'tipo_evento': 3, 'data': '2023-08-06'}]"
Santos,SP,Diego Aguirre,Uruguai,1,False,2023-08-07,2023-09-15,1,0,4,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2023', 'tipo_evento': 3, 'data': '2023-09-15'}]"
Santos,SP,Marcelo Fernandes,Brasil,1,False,2023-09-16,2023-12-06,6,4,5,1,4.0,"[{'nome': 'Rebaixamento para a Série B em 2023', 'tipo_evento': 3, 'data': '2023-12-06'}]"
Santos,SP,Fábio Carille,Brasil,1,False,2023-12-19,,0,0,0,1,,[]
São Paulo,SP,Oswaldo de Oliveira,Brasil,1,False,2002-05-13,2003-05-03,31,12,14,1,1.0,"[{'nome': 'Campeão do Supercampeonato Paulista sobe o Ituano', 'tipo_evento': 1, 'data': '2002-05-30'}, {'nome': 'Eliminado na fase de grupo da Copa dos Campeões', 'tipo_evento': 2, 'data': '2002-07-13'}, {'nome': 'Eliminação nas quartas de final do Brasileiro para o Santos', 'tipo_evento': 2, 'data': '2002-11-28'}]"
São Paulo,SP,Roberto Rojas,Chile,1,False,2003-05-04,2003-12-14,26,13,11,1,1.0,"[{'nome': 'Eliminação nas quartas de final da Copa do Brasil para o Goiás', 'tipo_evento': 2, 'data': '2003-05-15'}, {'nome': 'Eliminação na semifinal da Sul-Americana para o River Plate', 'tipo_evento': 2, 'data': '2003-12-03'}]"
São Paulo,SP,Cuca,Brasil,1,False,2003-12-15,2004-09-02,29,8,13,1,2.0,"[{'nome': 'Eliminação nas quartas de final do Campeonato Paulista para o São Caetano', 'tipo_evento': 2, 'data': '2004-03-21'}, {'nome': 'Eliminação na semifinal da Libertadores para o Once Caldas', 'tipo_evento': 2, 'data': '2004-06-15'}]"
São Paulo,SP,Emerson Leão,Brasil,1,False,2004-09-03,2005-04-18,27,12,6,2,3.0,"[{'nome': 'Campeão paulista', 'tipo_evento': 1, 'data': '2005-04-17'}, {'nome': 'Eliminação na preliminar da Sul-Americana para o Santos', 'tipo_evento': 2, 'data': '2004-10-20'}]"
São Paulo,SP,Milton Cruz,Brasil,2,False,2005-04-19,2005-04-30,0,2,1,1,1.0,[]
São Paulo,SP,Paulo Autuori,Brasil,1,False,2005-05-01,2005-12-29,25,11,17,2,3.0,"[{'nome': 'Campeão da Libertadores sobre o Athletico-PR', 'tipo_evento': 1, 'data': '2005-07-14'}, {'nome': 'Campeão mundial sobre o Liverpool', 'tipo_evento': 1, 'data': '2005-12-18'}, {'nome': 'Eliminação na fase preliminar da Sul-Americana para o Internacional', 'tipo_evento': 2, 'data': '2005-09-01'}]"
São Paulo,SP,Muricy Ramalho,Brasil,1,False,2006-01-03,2009-06-19,139,67,46,1,1.0,"[{'nome': 'Campeão Brasileiro de 2006', 'tipo_evento': 1, 'data': '2006-12-03'}, {'nome': 'Campeão Brasileiro de 2007', 'tipo_evento': 1, 'data': '2007-12-02'}, {'nome': 'Campeão Brasileiro de 2008', 'tipo_evento': 1, 'data': '2008-12-07'}, {'nome': 'Eliminação na semifinal do Paulista para o São Caetano', 'tipo_evento': 2, 'data': '2007-04-21'}, {'nome': 'Eliminação nas oitavas de final da Libertadores para o Grêmio', 'tipo_evento': 2, 'data': '2007-05-09'}, {'nome': 'Eliminação nas quartas de final da Sul-Americana para o Millonarios', 'tipo_evento': 2, 'data': '2007-10-24'}, {'nome': 'Eliminação na semifinal do Paulista para o Palmeiras', 'tipo_evento': 2, 'data': '2008-04-20'}, {'nome': 'Eliminação nas quartas de final da Libertadores para o Fluminense', 'tipo_evento': 2, 'data': '2008-05-21'}, {'nome': 'Eliminação na primeira fase da Sul-Americana para o Athletico-PR', 'tipo_evento': 2, 'data': '2008-08-27'}, {'nome': 'Eliminação na semifinal do Paulista para o Corinthians', 'tipo_evento': 2, 'data': '2009-04-19'}, {'nome': 'Eliminação nas quartas de final da Libertadores para o Cruzeiro', 'tipo_evento': 2, 'data': '2009-06-18'}]"
São Paulo,SP,Milton Cruz,Brasil,2,False,2009-06-20,2009-06-22,0,0,1,1,1.0,[]
São Paulo,SP,Ricardo Gomes,Brasil,1,False,2009-06-23,2010-08-06,37,16,21,1,1.0,"[{'nome': 'Eliminação na semifinal do Paulista para o Santos', 'tipo_evento': 2, 'data': '2010-04-18'}, {'nome': 'Eliminação na semifinal da Libertadores para o Internacional', 'tipo_evento': 2, 'data': '2010-08-05'}]"
São Paulo,SP,Sergio Baresi,Brasil,2,False,2010-08-10,2010-10-03,5,4,5,1,1.0,[]
São Paulo,SP,Carpegiani,Brasil,1,False,2010-10-04,2011-07-07,30,4,13,1,1.0,"[{'nome': 'Eliminação na semifinal do Campeonato Paulista de 2011 para o Santos', 'tipo_evento': 2, 'data': '2011-04-30'}, {'nome': 'Eliminação nas quartas de final da Copa do Brasil de 2011 para o Avaí', 'tipo_evento': 2, 'data': '2011-05-12'}]"
São Paulo,SP,Milton Cruz,Brasil,2,False,2011-07-08,2011-07-15,2,0,0,1,1.0,[]
São Paulo,SP,Adilson Batista,Brasil,1,False,2011-07-16,2011-10-16,7,9,6,1,1.0,[]
São Paulo,SP,Milton Cruz,Brasil,2,False,2011-10-17,2011-10-23,1,1,0,1,1.0,[]
São Paulo,SP,Emerson Leão,Brasil,1,False,2011-10-24,2012-06-26,26,6,12,1,1.0,"[{'nome': 'Eliminação nas oitavas de final da Sul-Americana para o Libertad', 'tipo_evento': 2, 'data': '2011-10-25'}, {'nome': 'Eliminação na semifinal do Campeonato Paulista para o Santos', 'tipo_evento': 2, 'data': '2012-04-29'}, {'nome': 'Eliminação na semifinal da Copa do Brasil para o Coritiba', 'tipo_evento': 2, 'data': '2012-06-20'}]"
São Paulo,SP,Milton Cruz,Brasil,2,False,2012-06-27,2012-07-04,2,0,0,1,1.0,[]
São Paulo,SP,Ney Franco,Brasil,1,False,2012-07-05,2013-07-05,39,17,21,1,1.0,"[{'nome': 'Campeão da Sul-Americana sobre o Tigre', 'tipo_evento': 1, 'data': '2012-12-12'}, {'nome': 'Eliminação na semifinal do Paulista para o Corinthians', 'tipo_evento': 2, 'data': '2013-05-05'}, {'nome': 'Eliminação nas oitavas de final da Libertadores para o Atlético-MG', 'tipo_evento': 2, 'data': '2013-05-08'}]"
São Paulo,SP,Milton Cruz,Brasil,2,False,2013-07-06,2013-07-10,0,0,2,1,1.0,[]
São Paulo,SP,Paulo Autuori,Brasil,1,False,2013-07-11,2013-09-08,2,4,7,1,1.0,[]
São Paulo,SP,Muricy Ramalho,Brasil,1,False,2013-09-09,2015-04-06,60,21,30,1,1.0,"[{'nome': 'Eliminação na semifinal da Sul-Americana para a Ponte Preta', 'tipo_evento': 2, 'data': '2013-11-27'}, {'nome': 'Eliminação nas quartas de final do Paulista para a Penapolense', 'tipo_evento': 2, 'data': '2014-03-26'}, {'nome': 'Eliminação na terceira fase da Copa do Brasil para o Bragantino', 'tipo_evento': 2, 'data': '2014-08-13'}, {'nome': 'Eliminação na semifinal da Sul-Americana para o Atlético Nacional', 'tipo_evento': 2, 'data': '2014-11-26'}]"
São Paulo,SP,Milton Cruz,Brasil,1,False,2015-04-07,2015-05-31,8,1,3,1,1.0,"[{'nome': 'Eliminação na semifinal do Paulista para o Santos', 'tipo_evento': 2, 'data': '2015-04-19'}, {'nome': 'Eliminação nas oitavas de final da Libertadores para o Cruzeiro', 'tipo_evento': 2, 'data': '2015-05-13'}]"
São Paulo,SP,Juan Carlos Osorio,Colômbia,1,False,2015-06-01,2015-10-06,12,7,9,2,3.0,[]
São Paulo,SP,Doriva,Brasil,1,False,2015-10-07,2015-11-09,2,1,4,1,1.0,"[{'nome': 'Eliminação na semifinal da Copa do Brasil para o Santos', 'tipo_evento': 2, 'data': '2015-10-28'}]"
São Paulo,SP,Milton Cruz,Brasil,2,False,2015-11-10,2015-12-16,3,0,1,1,1.0,[]
São Paulo,SP,Edgardo Bauza,Argentina,1,False,2015-12-17,2016-08-04,17,13,18,2,3.0,"[{'nome': 'Eliminação nas quartas de final do Paulista para o Audax', 'tipo_evento': 2, 'data': '2016-04-17'}, {'nome': 'Eliminação na semifinal da Libertadores para o Atlético Nacional', 'tipo_evento': 2, 'data': '2016-07-13'}]"
São Paulo,SP,André Jardine,Brasil,2,False,2016-08-05,2016-08-12,1,0,1,1,1.0,[]
São Paulo,SP,Ricardo Gomes,Brasil,1,False,2016-08-13,2016-11-23,6,5,7,1,1.0,"[{'nome': 'Eliminação nas oitavas de final da Copa do Brasil para o Juventude', 'tipo_evento': 2, 'data': '2016-09-22'}]"
São Paulo,SP,Pintado,Brasil,2,False,2016-11-24,2016-12-11,2,0,0,1,1.0,[]
São Paulo,SP,Rogério Ceni,Brasil,1,True,2016-12-12,2017-07-03,14,11,10,1,1.0,"[{'nome': 'Eliminação na quarta fase da Copa do Brasil para o Cruzeiro', 'tipo_evento': 2, 'data': '2017-04-19'}, {'nome': 'Eliminação na semifinal do Paulista para o Corinthians', 'tipo_evento': 2, 'data': '2017-04-23'}, {'nome': 'Eliminação na primeira fase da Sul-Americana para o Defensa y Justicia', 'tipo_evento': 2, 'data': '2017-05-11'}]"
São Paulo,SP,Pintado,Brasil,2,False,2017-07-04,2017-07-09,0,0,1,1,1.0,[]
São Paulo,SP,Dorival Júnior,Brasil,1,False,2017-07-10,2018-03-09,17,11,12,1,1.0,[]
São Paulo,SP,André Jardine,Brasil,2,False,2018-03-09,2018-03-14,2,0,0,1,1.0,[]
São Paulo,SP,Diego Aguirre,Uruguai,1,False,2018-03-15,2018-11-11,19,15,9,1,1.0,"[{'nome': 'Eliminação na semifinal do Campeonato Paulista de 2018 para o Corinthians', 'tipo_evento': 2, 'data': '2018-03-28'}, {'nome': 'Eliminação na quarta fase da Copa do Brasil de 2018 para o Athletico-PR', 'tipo_evento': 2, 'data': '2018-04-19'}, {'nome': 'Eliminação na segunda fase da Sul-Americana de 2018 para o Colón', 'tipo_evento': 2, 'data': '2018-08-16'}]"
São Paulo,SP,André Jardine,Brasil,1,False,2018-11-12,2019-02-14,4,3,6,1,1.0,"[{'nome': 'Eliminação na segunda fase da Libertadores de 2019 para o Talleres', 'tipo_evento': 2, 'data': '2019-02-13'}]"
São Paulo,SP,Vagner Mancini,Brasil,2,False,2019-02-15,2019-04-01,3,4,2,1,1.0,[]
São Paulo,SP,Cuca,Brasil,1,False,2019-04-01,2019-09-26,9,10,7,1,2.0,"[{'nome': 'Eliminação nas oitavas da Copa do Brasil de 2019 para o Bahia', 'tipo_evento': 2, 'data': '2019-05-29'}]"
São Paulo,SP,Fernando Diniz,Brasil,1,False,2019-09-26,2021-02-01,35,21,21,1,1.0,"[{'nome': 'Eliminação nas quartas de final do Paulistão de 2020 para o Mirassol', 'tipo_evento': 2, 'data': '2020-07-29'}, {'nome': 'Eliminação na fase de grupos da Libertadores de 2020', 'tipo_evento': 2, 'data': '2020-09-30'}, {'nome': 'Eliminação na segunda fase da Sul-Americana 2020 para o Lanús', 'tipo_evento': 2, 'data': '2020-11-04'}, {'nome': 'Eliminação na semifinal da Copa do Brasil de 2020 para o Grêmio', 'tipo_evento': 2, 'data': '2020-12-30'}]"
São Paulo,SP,Marcos Vizolli,Brasil,2,False,2021-02-02,2021-02-25,2,2,1,1,4.0,[]
São Paulo,SP,Hernán Crespo,Argentina,1,False,2021-02-26,2021-10-13,24,21,12,1,1.0,"[{'nome': 'Campeão Paulista de 2021 sobre o Palmeiras', 'tipo_evento': 1, 'data': '2021-05-23'}, {'nome': 'Eliminação nas quartas de final da Libertadores 2021 para o Palmeiras', 'tipo_evento': 2, 'data': '2021-08-17'}, {'nome': 'Eliminação nas quartas de final da Copa do Brasil de 2021 para o Fortaleza', 'tipo_evento': 2, 'data': '2021-09-15'}]"
São Paulo,SP,Rogério Ceni,Brasil,1,False,2021-10-13,2023-04-19,50,28,29,1,1.0,"[{'nome': 'Eliminação na semifinal da Copa do Brasil de 2022 para o Flamengo', 'tipo_evento': 2, 'data': '2022-09-14'}, {'nome': 'Eliminação nas quartas de final do Campeonato Paulista de 2023 para o Água Santa', 'tipo_evento': 2, 'data': '2023-03-13'}]"
São Paulo,SP,Dorival Júnior,Brasil,1,False,2023-04-20,2024-01-07,25,13,16,1,3.0,"[{'nome': 'Eliminação nas quartas de final da Copa Sul-Americana 2023 para a LDU', 'tipo_evento': 2, 'data': '2023-08-31'}, {'nome': 'Campeão da Copa do Brasil 2023 sobre o Flamengo', 'tipo_evento': 1, 'data': '2023-09-24'}]"
São Paulo,SP,Thiago Carpini,Brasil,1,False,2024-01-11,2024-04-18,7,6,5,1,1.0,"[{'nome': 'Campeão da Supercopa do Brasil de 2024 sobre o Palmeiras', 'tipo_evento': 1, 'data': '2024-02-04'}, {'nome': 'Eliminação nas quartas de final do Campeonato Paulista 2024 para o Novorizontino', 'tipo_evento': 2, 'data': '2024-03-17'}]"
São Paulo,SP,Milton Cruz,Brasil,2,False,2024-04-18,2024-04-21,1,0,0,1,4.0,[]
São Paulo,SP,Luis Zubeldía,Argentina,1,False,2024-04-22,,0,0,0,1,,[]
Avaí,SC,Adilson Batista,Brasil,1,False,2002-08-03,2003-02-27,17,7,12,1,2.0,"[{'nome': 'Eliminação nas quartas de final da Série B de 2002 para o Santa Cruz', 'tipo_evento': 2, 'data': '2002-11-20'}, {'nome': 'Eliminação na primeira fase do Catarinense de 2003', 'tipo_evento': 2, 'data': '2003-02-26'}]"
Avaí,SC,Itá,Brasil,2,False,2003-02-27,2003-03-10,0,0,1,1,1.0,[]
Avaí,SC,Lula Pereira,Brasil,1,False,2003-03-11,2003-07-03,5,2,4,1,1.0,[]
Avaí,SC,Play Freitas,Brasil,2,False,2003-07-04,2003-07-23,0,1,1,1,1.0,[]
Avaí,SC,Jair Pereira,Brasil,1,False,2003-07-24,2003-09-22,3,2,4,1,2.0,"[{'nome': 'Eliminação na primeira fase da Série B de 2003', 'tipo_evento': 2, 'data': '2003-09-22'}]"
Avaí,SC,Abel Ribeiro,Brasil,1,False,2003-09-23,2004-03-02,3,4,3,1,1.0,"[{'nome': 'Eliminação na primeira fase do Catarinense de 2004', 'tipo_evento': 2, 'data': '2004-03-02'}]"
Avaí,SC,Toni,Brasil,2,False,2004-03-03,2004-03-11,0,0,1,1,1.0,[]
Avaí,SC,Marcos Paquetá,Brasil,1,False,2004-03-12,2004-07-24,6,4,4,2,3.0,[]
Avaí,SC,Roberto Cavalo,Brasil,1,False,2004-07-27,2004-12-27,9,5,7,2,3.0,[]
Avaí,SC,José Galli Neto,Brasil,1,False,2005-01-06,2005-06-21,15,2,10,1,2.0,"[{'nome': 'Eliminação na semifinal do Catarinense de 2005 para o Criciúma', 'tipo_evento': 2, 'data': '2005-04-03'}]"
Avaí,SC,Belmonte,Brasil,2,False,2005-06-22,2005-06-24,0,0,1,1,1.0,[]
Avaí,SC,Márcio Araújo,Brasil,1,False,2005-06-26,2005-10-03,6,2,6,1,1.0,"[{'nome': 'Eliminação na segunda fase da Série B de 2005', 'tipo_evento': 2, 'data': '2005-10-03'}]"
Avaí,SC,Joceli dos Santos,Brasil,2,False,2005-10-03,2005-10-15,0,0,3,1,1.0,"[{'nome': 'Eliminação na segunda fase da Série B de 2005', 'tipo_evento': 2, 'data': '2005-10-14'}]"
Avaí,SC,Casemiro Mior,Brasil,1,False,2005-12-19,2006-02-02,2,1,4,1,1.0,[]
Avaí,SC,Vagner Benazzi,Brasil,1,False,2006-02-03,2006-09-05,12,8,10,1,1.0,"[{'nome': 'Eliminação na segunda fase do Catarinense de 2006', 'tipo_evento': 2, 'data': '2006-03-19'}]"
Avaí,SC,Dorival Júnior,Brasil,1,False,2006-09-06,2006-10-17,3,1,5,2,3.0,[]
Avaí,SC,Edson Gaúcho,Brasil,1,False,2006-10-18,2006-11-20,1,3,3,1,1.0,[]
Avaí,SC,Joceli dos Santos,Brasil,2,False,2006-11-21,2006-11-25,0,0,1,1,1.0,[]
Avaí,SC,Josué Teixeira,Brasil,1,False,2006-12-08,2007-02-08,2,1,4,1,2.0,[]
Avaí,SC,Sérgio Ramirez,Uruguai,1,False,2007-02-09,2007-04-27,9,7,5,1,1.0,"[{'nome': 'Eliminação na primeira fase do Catarinense de 2007', 'tipo_evento': 2, 'data': '2007-04-21'}, {'nome': 'Eliminação nas oitavas da Copa do Brasil de 2007 para o Atlético-MG', 'tipo_evento': 2, 'data': '2007-04-25'}]"
Avaí,SC,Zé Teodoro,Brasil,1,False,2007-05-02,2007-06-18,1,1,4,1,1.0,[]
Avaí,SC,Alfredo Sampaio,Brasil,1,False,2007-06-23,2007-11-26,12,11,9,1,1.0,[]
Avaí,SC,Sérgio Ramirez,Uruguai,1,False,2007-11-28,2008-03-10,8,2,4,1,1.0,[]
Avaí,SC,Edson Neguinho,Brasil,2,False,2008-03-11,2008-03-14,0,1,0,1,1.0,[]
Avaí,SC,Silas,Brasil,1,False,2008-03-15,2009-12-09,53,32,24,1,4.0,"[{'nome': 'Campeão Catarinense de 2009 sobre a Chapecoense', 'tipo_evento': 1, 'data': '2009-05-03'}, {'nome': 'Eliminação na primeira fase do Catarinense de 2008', 'tipo_evento': 2, 'data': '2008-04-20'}]"
Avaí,SC,Péricles Chamusca,Brasil,1,False,2009-12-10,2010-07-01,20,9,7,2,3.0,"[{'nome': 'Eliminação nas oitavas da Copa do Brasil de 2010 para o Grêmio', 'tipo_evento': 2, 'data': '2010-04-21'}]"
Avaí,SC,Antônio Lopes,Brasil,1,False,2010-07-05,2010-09-20,5,5,7,1,1.0,[]
Avaí,SC,Edson Neguinho,Brasil,2,False,2010-09-21,2010-10-10,1,2,3,1,1.0,[]
Avaí,SC,Vagner Benazzi,Brasil,1,False,2010-10-10,2011-02-14,8,4,10,1,1.0,"[{'nome': 'Eliminação nas quartas da Sul-Americana de 2010 para o Goiás', 'tipo_evento': 2, 'data': '2010-11-11'}]"
Avaí,SC,Silas,Brasil,1,False,2011-02-16,2011-06-08,9,6,8,2,3.0,"[{'nome': 'Eliminação na primeira fase do Catarinense de 2011', 'tipo_evento': 2, 'data': '2011-05-01'}, {'nome': 'Eliminação na semifinal da Copa do Brasil de 2011 para o Vasco', 'tipo_evento': 2, 'data': '2011-05-25'}, {'nome': 'Rebaixamento para a Série B em 2011', 'tipo_evento': 3, 'data': '2011-06-08'}]"
Avaí,SC,Edson Neguinho,Brasil,2,False,2011-06-09,2011-06-11,0,1,0,1,1.0,[]
Avaí,SC,Alexandre Gallo,Brasil,1,False,2011-06-12,2011-08-18,3,3,7,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2011', 'tipo_evento': 3, 'data': '2011-08-17'}]"
Avaí,SC,Edson Neguinho,Brasil,2,False,2011-08-19,2011-08-21,0,1,0,1,1.0,[]
Avaí,SC,Toninho Cecílio,Brasil,1,False,2011-08-22,2011-11-14,4,4,9,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2011', 'tipo_evento': 3, 'data': '2011-11-12'}]"
